GWAS Trait	Gene	MR_outcome	MR_exposure	method	nsnp	b	se	pval	MR_dir	MR_source	MR_QTL
SCZ	LRRC37A2	LRRC37A2	SCZ	Wald ratio	1	-14.72976662	0.369422561	1.00E-299	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	LRRC37A	LRRC37A	SCZ	Wald ratio	1	-14.03139648	0.379734553	7.14E-299	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ARL17B	ARL17B	SCZ	Wald ratio	1	-14.02608424	0.379800339	1.52E-298	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	STRC	STRC	SCZ	Wald ratio	1	-12.81078027	0.460301697	1.82E-170	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NAGA	NAGA	SCZ	Wald ratio	1	9.838463298	0.370775212	3.84E-155	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	WBP2NL	WBP2NL	SCZ	Wald ratio	1	9.75511853	0.371598445	6.82E-152	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SNX19	SNX19	SCZ	Wald ratio	1	10.90774477	0.47957014	1.61E-114	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ARL17A	ARL17A	SCZ	Wald ratio	1	-9.740983175	0.428301235	1.67E-114	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	INO80E	INO80E	SCZ	Wald ratio	1	8.159736505	0.37627053	2.79E-104	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GATAD2A	GATAD2A	SCZ	Wald ratio	1	-7.475101918	0.36310159	3.60E-94	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PCCB	PCCB	SCZ	Wald ratio	1	-8.962324316	0.451137722	8.01E-88	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NEK4	NEK4	SCZ	Wald ratio	1	6.452005	0.325429825	1.77E-87	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NAT8	NAT8	SCZ	Wald ratio	1	9.723550449	0.49360906	2.20E-86	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SLCO4C1	SLCO4C1	SCZ	Wald ratio	1	-9.554374069	0.493758669	2.03E-83	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	FAM83H	FAM83H	SCZ	Wald ratio	1	9.350465639	0.500957302	9.50E-78	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SNORC	SNORC	SCZ	Wald ratio	1	6.417341786	0.354912348	4.46E-73	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CYP7B1	CYP7B1	SCZ	Wald ratio	1	-10.00786529	0.580232193	1.16E-66	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GOLGA6L9	GOLGA6L9	SCZ	Wald ratio	1	-7.090076731	0.463764118	9.18E-53	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ZSCAN29	ZSCAN29	SCZ	Wald ratio	1	-7.496721059	0.502165985	2.14E-50	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	QPCT	QPCT	SCZ	Wald ratio	1	7.749669235	0.519748619	2.82E-50	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GNL3	GNL3	SCZ	Wald ratio	1	4.908065915	0.335340034	1.65E-48	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	THOC7	THOC7	SCZ	Wald ratio	1	-6.740372183	0.475326928	1.21E-45	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ZNF823	ZNF823	SCZ	Wald ratio	1	6.994185011	0.495912588	3.61E-45	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	MAPK3	MAPK3	SCZ	Wald ratio	1	5.546201079	0.39361829	4.36E-45	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	FURIN	FURIN	SCZ	Wald ratio	1	-4.232005599	0.314967261	3.70E-41	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SLX1B	SLX1B	SCZ	Wald ratio	1	-5.205490477	0.395362008	1.37E-39	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	MAU2	MAU2	SCZ	Wald ratio	1	-4.955840105	0.378833894	4.18E-39	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SMIM45	SMIM45	SCZ	Wald ratio	1	5.193017761	0.404436314	9.77E-38	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CNOT7	CNOT7	SCZ	Wald ratio	1	6.839711423	0.534080966	1.51E-37	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PTK6	PTK6	SCZ	Wald ratio	1	-7.642774453	0.603476526	9.29E-37	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ADAL	ADAL	SCZ	Wald ratio	1	6.406777049	0.507782134	1.70E-36	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SETD6	SETD6	SCZ	Wald ratio	1	-7.009834025	0.555829876	1.83E-36	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PRKD3	PRKD3	SCZ	Wald ratio	1	6.455424547	0.526325006	1.39E-34	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CEBPZOS	CEBPZOS	SCZ	Wald ratio	1	6.386489221	0.526636314	7.60E-34	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	IQANK1	IQANK1	SCZ	Wald ratio	1	6.176441065	0.520456531	1.75E-32	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CHRNA5	CHRNA5	SCZ	Wald ratio	1	5.476519032	0.487401652	2.71E-29	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CUL9	CUL9	SCZ	Wald ratio	1	7.2688303	0.650565209	5.52E-29	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	HAPLN4	HAPLN4	SCZ	Wald ratio	1	4.178965225	0.382308681	8.21E-28	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	KANSL1	KANSL1	SCZ	Wald ratio	1	-5.005246452	0.458595793	9.85E-28	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	WDR76	WDR76	SCZ	Wald ratio	1	-5.505230896	0.511703166	5.40E-27	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ACTR1B	ACTR1B	SCZ	Wald ratio	1	-5.884321035	0.549257017	8.82E-27	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CYP2D6	CYP2D6	SCZ	Wald ratio	1	-4.290266026	0.40836954	8.12E-26	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PHETA2	PHETA2	SCZ	Wald ratio	1	4.287781081	0.40836954	8.66E-26	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	WNT3	WNT3	SCZ	Wald ratio	1	-4.803776129	0.459418121	1.37E-25	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	DCLK3	DCLK3	SCZ	Wald ratio	1	-4.659472345	0.448010495	2.47E-25	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	MRM2	MRM2	SCZ	Wald ratio	1	-3.128689888	0.303003248	5.40E-25	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CRHR1	CRHR1	SCZ	Wald ratio	1	-4.704932322	0.459812838	1.42E-24	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	TNFRSF13C	TNFRSF13C	SCZ	Wald ratio	1	-4.141840079	0.408933608	4.13E-24	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CENPM	CENPM	SCZ	Wald ratio	1	-4.139156948	0.408948853	4.44E-24	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	RERE	RERE	SCZ	Wald ratio	1	5.314116517	0.525658372	5.02E-24	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SNAP91	SNAP91	SCZ	Wald ratio	1	5.547402739	0.566526847	1.22E-22	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	RPS17	RPS17	SCZ	Wald ratio	1	-4.621294939	0.475265109	2.39E-22	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CPT1C	CPT1C	SCZ	Wald ratio	1	4.608462783	0.476553398	4.03E-22	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GAS8	GAS8	SCZ	Wald ratio	1	-5.133875766	0.531524427	4.51E-22	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	DCC	DCC	SCZ	Wald ratio	1	5.68476142	0.596957369	1.68E-21	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	FURIN	SCZ	FURIN	Wald ratio	1	-0.236294583	0.024945694	2.74E-21	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	GLYCTK	GLYCTK	SCZ	Wald ratio	1	3.239107699	0.342814142	3.43E-21	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CNNM2	CNNM2	SCZ	Wald ratio	1	-3.441766702	0.364987889	4.11E-21	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	VSIG2	VSIG2	SCZ	Wald ratio	1	-3.824131866	0.408973559	8.72E-21	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NDUFAF7	NDUFAF7	SCZ	Wald ratio	1	-4.968538408	0.532298233	1.02E-20	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CPEB1	CPEB1	SCZ	Wald ratio	1	-4.410845763	0.476006552	1.93E-20	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	HYKK	HYKK	SCZ	Wald ratio	1	-4.547292826	0.493063555	2.90E-20	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ENSG00000278662	ENSG00000278662	SCZ	Wald ratio	1	4.345702216	0.47623071	7.16E-20	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ITIH4	ITIH4	SCZ	Wald ratio	1	-3.124840569	0.34320953	8.65E-20	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ENSG00000169203	ENSG00000169203	SCZ	Wald ratio	1	-3.654222182	0.401785448	9.46E-20	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	C3orf49	C3orf49	SCZ	Wald ratio	1	-4.310577915	0.486243637	7.65E-19	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GNL3	SCZ	GNL3	Wald ratio	1	0.181856785	0.020632011	1.20E-18	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ELAC2	ELAC2	SCZ	Wald ratio	1	4.541611241	0.515312753	1.22E-18	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	DOC2A	DOC2A	SCZ	Wald ratio	1	3.516736713	0.402247459	2.28E-18	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ARHGAP27	ARHGAP27	SCZ	Wald ratio	1	-4.027646662	0.462279822	2.97E-18	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CEBPZ	CEBPZ	SCZ	Wald ratio	1	4.587652736	0.53358238	8.12E-18	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PPM1M	PPM1M	SCZ	Wald ratio	1	2.908869445	0.343923779	2.72E-17	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	STIMATE	STIMATE	SCZ	Wald ratio	1	-2.823593184	0.344191623	2.33E-16	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	RPRD2	RPRD2	SCZ	Wald ratio	1	-4.443415093	0.544467972	3.32E-16	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GATAD2A	SCZ	GATAD2A	Wald ratio	1	-0.132723541	0.016362952	5.01E-16	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TM6SF2	SCZ	TM6SF2	Wald ratio	1	0.286834079	0.035557944	7.22E-16	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	VPS45	VPS45	SCZ	Wald ratio	1	-4.340127051	0.544776778	1.63E-15	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SPG7	SPG7	SCZ	Wald ratio	1	4.23678268	0.534481523	2.25E-15	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CNTN4	CNTN4	SCZ	Wald ratio	1	3.769920331	0.484379596	7.08E-15	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	FES	FES	SCZ	Wald ratio	1	2.494745208	0.321811539	9.03E-15	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GSDME	GSDME	SCZ	Wald ratio	1	4.094952162	0.528825598	9.67E-15	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CTSS	CTSS	SCZ	Wald ratio	1	4.159784719	0.545306158	2.38E-14	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	TMEM219	SCZ	TMEM219	Wald ratio	1	0.304568059	0.04020853	3.60E-14	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	VPS29	VPS29	SCZ	Wald ratio	1	-2.739027252	0.362380673	4.08E-14	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	TBX6	TBX6	SCZ	Wald ratio	1	-3.044204	0.403678202	4.66E-14	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	INO80E	SCZ	INO80E	Wald ratio	1	0.112199467	0.014903513	5.14E-14	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	MDK	SCZ	MDK	Wald ratio	1	-0.274342027	0.036451888	5.23E-14	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	STAB2	STAB2	SCZ	Wald ratio	1	-4.184119491	0.556574538	5.58E-14	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NMUR2	NMUR2	SCZ	Wald ratio	1	3.442413295	0.459682081	6.96E-14	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	DOC2A	SCZ	DOC2A	Wald ratio	1	0.271972662	0.036344344	7.25E-14	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	VPS37A	VPS37A	SCZ	Wald ratio	1	-4.074251326	0.544527581	7.31E-14	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	TAOK2	SCZ	TAOK2	Wald ratio	1	0.433649337	0.058041403	7.94E-14	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TCTN1	SCZ	TCTN1	Wald ratio	1	0.304694107	0.0411646	1.34E-13	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ATG13	SCZ	ATG13	Wald ratio	1	-0.275653051	0.037453307	1.84E-13	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SF3B1	SCZ	SF3B1	Wald ratio	1	0.187678061	0.025848651	3.85E-13	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ACTR5	ACTR5	SCZ	Wald ratio	1	2.929058189	0.404414219	4.40E-13	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	DKK1	DKK1	SCZ	Wald ratio	1	4.26452684	0.589336488	4.62E-13	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ATG13	ATG13	SCZ	Wald ratio	1	-2.970779106	0.410564749	4.63E-13	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NSF	NSF	SCZ	Wald ratio	1	-3.358962551	0.464335641	4.69E-13	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NDFIP2	NDFIP2	SCZ	Wald ratio	1	-3.247291622	0.450464877	5.65E-13	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	TMEM219	TMEM219	SCZ	Wald ratio	1	2.874184029	0.404140213	1.14E-12	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	VPS29	SCZ	VPS29	Wald ratio	1	-0.201186747	0.028650011	2.18E-12	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SF3B1	SF3B1	SCZ	Wald ratio	1	3.110301939	0.44317159	2.25E-12	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CNNM2	SCZ	CNNM2	Wald ratio	1	-0.161946929	0.0231356	2.56E-12	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	UVSSA	UVSSA	SCZ	Wald ratio	1	3.756863364	0.537255443	2.70E-12	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	LRGUK	LRGUK	SCZ	Wald ratio	1	3.929273138	0.562963664	2.96E-12	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SPCS1	SCZ	SPCS1	Wald ratio	1	-0.164883989	0.02378726	4.16E-12	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	GLT8D1	SCZ	GLT8D1	Wald ratio	1	-0.269795489	0.03904742	4.87E-12	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PPM1M	SCZ	PPM1M	Wald ratio	1	0.212398763	0.030893344	6.19E-12	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	KMT2E	SCZ	KMT2E	Wald ratio	1	0.274381413	0.040134013	8.11E-12	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	IRF3	IRF3	SCZ	Wald ratio	1	-3.278673139	0.481132686	9.46E-12	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ANKRD36B	ANKRD36B	SCZ	Wald ratio	1	3.777271264	0.556131297	1.11E-11	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	TM6SF2	TM6SF2	SCZ	Wald ratio	1	2.615009987	0.387452461	1.49E-11	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PLEKHM1	PLEKHM1	SCZ	Wald ratio	1	-3.121342697	0.464977057	1.91E-11	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	TRANK1	TRANK1	SCZ	Wald ratio	1	-3.035870278	0.453178247	2.10E-11	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ZNF101	ZNF101	SCZ	Wald ratio	1	2.591999781	0.387520862	2.25E-11	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	LRRC37A	SCZ	LRRC37A	Wald ratio	1	-0.07157468	0.010759768	2.89E-11	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PHETA2	SCZ	PHETA2	Wald ratio	1	0.175839909	0.026534171	3.43E-11	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	MRM2	SCZ	MRM2	Wald ratio	1	-0.109109979	0.016502921	3.80E-11	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	AP3B2	AP3B2	SCZ	Wald ratio	1	-3.168014484	0.479696526	4.00E-11	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CORO1A	SCZ	CORO1A	Wald ratio	1	0.376772097	0.057613382	6.17E-11	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TIMM10	TIMM10	SCZ	Wald ratio	1	-3.561704545	0.546534091	7.18E-11	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PCCB	SCZ	PCCB	Inverse variance weighted	2	-0.098604704	0.015149833	7.58E-11	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ANKRD36	ANKRD36	SCZ	Wald ratio	1	-3.621634251	0.556515509	7.63E-11	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PPP1R13B	SCZ	PPP1R13B	Wald ratio	1	-0.293192842	0.045063747	7.71E-11	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PLEKHO1	PLEKHO1	SCZ	Wald ratio	1	-3.542541615	0.54692371	9.34E-11	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ATP13A1	SCZ	ATP13A1	Wald ratio	1	0.28635672	0.044241119	9.63E-11	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SFMBT1	SFMBT1	SCZ	Wald ratio	1	-2.222833019	0.345824193	1.30E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SPCS1	SPCS1	SCZ	Wald ratio	1	-2.22094536	0.345824193	1.34E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NAGA	SCZ	NAGA	Wald ratio	1	0.080717164	0.012585385	1.42E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ABCB9	SCZ	ABCB9	Wald ratio	1	0.290110277	0.045343488	1.57E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	LRRC37A2	SCZ	LRRC37A2	Wald ratio	1	-0.064347476	0.010060685	1.60E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SAXO2	SAXO2	SCZ	Wald ratio	1	-3.05998793	0.479955169	1.82E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CALN1	CALN1	SCZ	Wald ratio	1	4.83840508	0.76055583	2.00E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	XRCC3	SCZ	XRCC3	Wald ratio	1	0.181252576	0.028505653	2.04E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	THOC7	SCZ	THOC7	Wald ratio	1	-0.11481116	0.018147932	2.51E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NDFIP2	SCZ	NDFIP2	Wald ratio	1	-0.223717946	0.035404565	2.63E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CACNA1I	CACNA1I	SCZ	Wald ratio	1	3.526403514	0.559425064	2.91E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GLT8D1	GLT8D1	SCZ	Wald ratio	1	-2.17596041	0.345938983	3.17E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ZNF823	SCZ	ZNF823	Wald ratio	1	0.142975915	0.022790383	3.53E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ZNF14	ZNF14	SCZ	Wald ratio	1	2.433048784	0.38790391	3.56E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	MDK	MDK	SCZ	Wald ratio	1	-2.579388729	0.411601201	3.69E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	BTBD1	BTBD1	SCZ	Wald ratio	1	2.996085869	0.480093111	4.36E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	STIMATE	SCZ	STIMATE	Wald ratio	1	-0.118771397	0.019040222	4.43E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	GDPD3	GDPD3	SCZ	Wald ratio	1	2.524799547	0.40500462	4.55E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PACSIN3	SCZ	PACSIN3	Wald ratio	1	0.201056583	0.032296357	4.80E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NT5C2	NT5C2	SCZ	Wald ratio	1	-2.290456558	0.368343925	5.03E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	OGFOD2	SCZ	OGFOD2	Wald ratio	1	-0.268375652	0.043256591	5.50E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TGM5	TGM5	SCZ	Wald ratio	1	-3.212523329	0.518945945	6.00E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NT5DC2	NT5DC2	SCZ	Wald ratio	1	2.138449569	0.346028264	6.41E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	LRRFIP2	LRRFIP2	SCZ	Wald ratio	1	2.792857943	0.453770219	7.52E-10	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ITIH3	SCZ	ITIH3	Wald ratio	1	-0.236490366	0.03853419	8.40E-10	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	STAC3	STAC3	SCZ	Wald ratio	1	2.234784547	0.367592123	1.21E-09	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ARTN	ARTN	SCZ	Wald ratio	1	2.871952756	0.472850394	1.25E-09	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NEK4	SCZ	NEK4	Inverse variance weighted	2	0.116538303	0.019209872	1.31E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	YJEFN3	YJEFN3	SCZ	Wald ratio	1	-2.349421325	0.388095434	1.42E-09	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ARL17A	SCZ	ARL17A	Inverse variance weighted	2	-0.060155013	0.009962616	1.56E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PACSIN3	PACSIN3	SCZ	Wald ratio	1	2.485271774	0.411824981	1.59E-09	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	DGKQ	DGKQ	SCZ	Wald ratio	1	-3.232861313	0.538517671	1.93E-09	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	RPS17	SCZ	RPS17	Wald ratio	1	-0.188323917	0.031624205	2.60E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ACTR5	SCZ	ACTR5	Wald ratio	1	0.186310135	0.031349749	2.80E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ASPHD1	ASPHD1	SCZ	Wald ratio	1	-2.391904379	0.405317595	3.61E-09	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SFMBT1	SCZ	SFMBT1	Wald ratio	1	-0.137582007	0.023356219	3.85E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PRR12	SCZ	PRR12	Wald ratio	1	-0.238096928	0.040603294	4.52E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NSF	SCZ	NSF	Wald ratio	1	-0.18157103	0.030984817	4.63E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	WDR76	SCZ	WDR76	Wald ratio	1	-0.170507895	0.029116888	4.74E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	MAPT	SCZ	MAPT	Wald ratio	1	0.14595431	0.024963679	5.02E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ZC3H7B	SCZ	ZC3H7B	Wald ratio	1	0.210855052	0.036208652	5.77E-09	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	HYPK	HYPK	SCZ	Wald ratio	1	3.021591357	0.519374005	5.96E-09	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	YPEL3	YPEL3	SCZ	Wald ratio	1	-2.350636383	0.405407017	6.70E-09	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ANKRD44	ANKRD44	SCZ	Wald ratio	1	-2.573635545	0.444464446	7.02E-09	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	VPS45	SCZ	VPS45	Wald ratio	1	-0.214357511	0.037415775	1.01E-08	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CDK2AP1	SCZ	CDK2AP1	Wald ratio	1	-0.216154783	0.037823935	1.10E-08	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ANKK1	ANKK1	SCZ	Wald ratio	1	-2.404093849	0.421442351	1.17E-08	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	KCNQ5	SCZ	KCNQ5	Wald ratio	1	0.311714464	0.054862843	1.33E-08	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SPPL2C	SCZ	SPPL2C	Wald ratio	1	-0.184109047	0.032405266	1.34E-08	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NAT8	SCZ	NAT8	Wald ratio	1	0.097400686	0.017157188	1.37E-08	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SRMS	SRMS	SCZ	Wald ratio	1	-3.505690318	0.617555389	1.37E-08	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ALMS1	SCZ	ALMS1	Wald ratio	1	0.186304152	0.032877772	1.46E-08	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NUDT1	SCZ	NUDT1	Wald ratio	1	0.280992711	0.050017703	1.93E-08	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CRHR1	SCZ	CRHR1	Wald ratio	1	-0.113790225	0.020266891	1.97E-08	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CDK10	CDK10	SCZ	Wald ratio	1	3.004552134	0.537581992	2.28E-08	Trait -> xQTL	MetaBrain	Brain_eQTL
