GWAS Trait	Gene	MR_outcome	MR_exposure	method	nsnp	b	se	pval	MR_dir	MR_source	MR_QTL
SCZ	CCBE1	SCZ	CCBE1	Inverse variance weighted	3	0.013800754	0.015120085	3.61E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	VNN1	SCZ	VNN1	Wald ratio	1	0.02496355	0.027356491	3.61E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	AIFM3	SCZ	AIFM3	Wald ratio	1	-0.03251014	0.035626478	3.61E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	IQCF2	IQCF2	SCZ	Wald ratio	1	-0.317942962	0.348426101	3.61E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PRKRA	SCZ	PRKRA	Wald ratio	1	-0.034938035	0.038288991	3.62E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DRAXIN	SCZ	DRAXIN	Inverse variance weighted	2	0.021576007	0.023657555	3.62E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ADIPOR2	ADIPOR2	SCZ	Wald ratio	1	0.317373445	0.348259302	3.62E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PYGB	SCZ	PYGB	Wald ratio	1	-0.019879548	0.021826157	3.62E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CERK	SCZ	CERK	Wald ratio	1	-0.041739662	0.045834182	3.62E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NPSR1	SCZ	NPSR1	Wald ratio	1	-0.0135323	0.014859773	3.62E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TRUB2	SCZ	TRUB2	Wald ratio	1	0.020561935	0.022582239	3.63E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	MAFA	SCZ	MAFA	Wald ratio	1	-0.03233334	0.035510238	3.63E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SPATA6	SCZ	SPATA6	Wald ratio	1	-0.01743263	0.019147279	3.63E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	OVCH1	SCZ	OVCH1	Wald ratio	1	-0.048426136	0.053189264	3.63E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	OLIG2	SCZ	OLIG2	Wald ratio	1	-0.047552817	0.052230047	3.63E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	INPP5E	INPP5E	SCZ	Wald ratio	1	0.470654157	0.517233948	3.63E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	RHOQ	SCZ	RHOQ	Wald ratio	1	-0.034579806	0.038009173	3.63E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CDC23	CDC23	SCZ	Wald ratio	1	0.459735632	0.505445554	3.63E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GYS1	SCZ	GYS1	Wald ratio	1	0.029148186	0.032054315	3.63E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ABLIM3	SCZ	ABLIM3	Wald ratio	1	-0.011300057	0.012426956	3.63E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	GOLGA6B	SCZ	GOLGA6B	Wald ratio	1	0.030651697	0.03370873	3.63E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	RALGAPB	RALGAPB	SCZ	Wald ratio	1	-0.371592679	0.408669893	3.63E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CHRNA4	SCZ	CHRNA4	Wald ratio	1	-0.021705579	0.023895648	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	MAST2	SCZ	MAST2	Wald ratio	1	0.041364976	0.045548069	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CPA1	SCZ	CPA1	Wald ratio	1	-0.015573567	0.017148466	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CEP41	SCZ	CEP41	Wald ratio	1	0.024057609	0.02649047	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NGEF	SCZ	NGEF	Wald ratio	1	-0.043476784	0.047884913	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	UBE2D1	SCZ	UBE2D1	Wald ratio	1	-0.040295675	0.044381868	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CD33	SCZ	CD33	Wald ratio	1	-0.035537859	0.039141585	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DKK1	SCZ	DKK1	Wald ratio	1	0.020143111	0.022185728	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	C19orf12	SCZ	C19orf12	Wald ratio	1	-0.050284237	0.055383323	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PROK2	PROK2	SCZ	Wald ratio	1	0.530434081	0.584467429	3.64E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SPG11	SPG11	SCZ	Wald ratio	1	0.474170847	0.522575895	3.64E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	FGF17	SCZ	FGF17	Wald ratio	1	0.041124247	0.045324985	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	BICD1	SCZ	BICD1	Wald ratio	1	-0.037438252	0.041271854	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SMIM8	SCZ	SMIM8	Wald ratio	1	-0.011421292	0.012592706	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	STXBP5	SCZ	STXBP5	Wald ratio	1	-0.020742143	0.022869543	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TRMT10B	SCZ	TRMT10B	Wald ratio	1	-0.036085551	0.039786633	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TRMT12	SCZ	TRMT12	Wald ratio	1	-0.05209516	0.057438254	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ENTPD5	SCZ	ENTPD5	Wald ratio	1	0.030374778	0.03349014	3.64E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PRG2	PRG2	SCZ	Wald ratio	1	-0.499393939	0.550776515	3.65E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	ZNF534	SCZ	ZNF534	Wald ratio	1	0.011791832	0.013006885	3.65E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ASAP2	SCZ	ASAP2	Wald ratio	1	0.029681424	0.032744389	3.65E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NEIL2	SCZ	NEIL2	Wald ratio	1	0.031477778	0.034757028	3.65E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ENSG00000091436	SCZ	ENSG00000091436	Wald ratio	1	0.034626685	0.03823707	3.65E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TUSC3	SCZ	TUSC3	Wald ratio	1	-0.026388083	0.029159799	3.65E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ZC3H13	SCZ	ZC3H13	Wald ratio	1	-0.042255875	0.04669429	3.65E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	FAM186B	SCZ	FAM186B	Wald ratio	1	0.049880636	0.055136169	3.66E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PLPP6	SCZ	PLPP6	Inverse variance weighted	2	0.024533675	0.027125394	3.66E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TEAD4	TEAD4	SCZ	Wald ratio	1	-0.314738746	0.348259302	3.66E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	MTMR6	SCZ	MTMR6	Wald ratio	1	0.023189132	0.025659218	3.66E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	UPF3A	SCZ	UPF3A	Inverse variance weighted	2	-0.062937025	0.069667431	3.66E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	EFR3A	SCZ	EFR3A	Wald ratio	1	0.016037981	0.017764084	3.67E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ACTA1	SCZ	ACTA1	Wald ratio	1	-0.037535012	0.04159106	3.67E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	C10orf143	SCZ	C10orf143	Wald ratio	1	0.026224394	0.029059736	3.67E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	LMF2	SCZ	LMF2	Wald ratio	1	-0.038058605	0.042193575	3.67E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	FMO4	SCZ	FMO4	Wald ratio	1	0.02666606	0.029578394	3.67E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DTX1	SCZ	DTX1	Wald ratio	1	-0.032178228	0.035692573	3.67E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ZNF43	SCZ	ZNF43	Wald ratio	1	0.032241837	0.03576313	3.67E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	WDR1	SCZ	WDR1	Wald ratio	1	0.029133875	0.032347275	3.68E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	C2CD6	SCZ	C2CD6	Wald ratio	1	-0.029040968	0.03224412	3.68E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	FGD6	FGD6	SCZ	Wald ratio	1	-0.455771533	0.506109585	3.68E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GALNT1	SCZ	GALNT1	Wald ratio	1	0.02859257	0.03176537	3.68E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CBX1	SCZ	CBX1	Wald ratio	1	0.033978451	0.037750728	3.68E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NIN	SCZ	NIN	Wald ratio	1	0.030133376	0.033481529	3.68E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ARRDC2	SCZ	ARRDC2	Wald ratio	1	0.033570765	0.03731467	3.68E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DNER	SCZ	DNER	Wald ratio	1	-0.027161332	0.030209429	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NKAIN1	SCZ	NKAIN1	Wald ratio	1	-0.009540778	0.010612775	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	OR2A5	SCZ	OR2A5	Wald ratio	1	0.012460243	0.013861671	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	OR2A12	SCZ	OR2A12	Wald ratio	1	0.011593949	0.012897943	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	OR2A14	SCZ	OR2A14	Wald ratio	1	0.016431023	0.018279052	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	OR2A2	SCZ	OR2A2	Wald ratio	1	0.02270126	0.025254515	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PSD3	SCZ	PSD3	Wald ratio	1	-0.035727368	0.039756636	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PRDM11	SCZ	PRDM11	Wald ratio	1	0.028556596	0.03179805	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	FOXM1	SCZ	FOXM1	Wald ratio	1	-0.032818864	0.036552434	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ENSG00000283297	SCZ	ENSG00000283297	Wald ratio	1	-0.020494629	0.022826158	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PTOV1	SCZ	PTOV1	Wald ratio	1	0.041241687	0.045934293	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PLEKHB1	SCZ	PLEKHB1	Wald ratio	1	0.018855449	0.021006197	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	HK1	SCZ	HK1	Wald ratio	1	-0.042712477	0.047593406	3.69E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	BOLA2B	BOLA2B	SCZ	Wald ratio	1	0.365987064	0.407866106	3.70E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	EI24	SCZ	EI24	Wald ratio	1	0.038091772	0.042458982	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DCTD	SCZ	DCTD	Wald ratio	1	0.017274499	0.019258967	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PKN1	SCZ	PKN1	Wald ratio	1	0.047315393	0.052766246	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TULP3	SCZ	TULP3	Wald ratio	1	0.010183406	0.011358414	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	IRAK2	SCZ	IRAK2	Wald ratio	1	-0.028386036	0.031661347	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SLC26A10P	SCZ	SLC26A10P	Wald ratio	1	-0.027294104	0.030443424	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TAL1	SCZ	TAL1	Wald ratio	1	-0.023683587	0.026416309	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ADAM9	SCZ	ADAM9	Wald ratio	1	-0.036211699	0.040389972	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DENND5B	SCZ	DENND5B	Wald ratio	1	-0.027622646	0.030809875	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CPNE4	SCZ	CPNE4	Wald ratio	1	-0.02237406	0.024955682	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	STIM1	SCZ	STIM1	Inverse variance weighted	2	0.023049444	0.025709385	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SETX	SCZ	SETX	Wald ratio	1	-0.035028016	0.039084743	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	KCNG2	KCNG2	SCZ	Inverse variance weighted	2	0.722438942	0.806193723	3.70E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	OSER1	SCZ	OSER1	Wald ratio	1	0.027312096	0.030493425	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ZNF169	SCZ	ZNF169	Wald ratio	1	0.046670528	0.05211233	3.70E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	LANCL1	SCZ	LANCL1	Wald ratio	1	-0.021666399	0.024198836	3.71E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	IDH3A	SCZ	IDH3A	Wald ratio	1	0.026781305	0.029911587	3.71E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NRIP2	NRIP2	SCZ	Wald ratio	1	0.311732794	0.348259302	3.71E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	LTN1	SCZ	LTN1	Wald ratio	1	-0.046426802	0.051884419	3.71E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SPC24	SCZ	SPC24	Inverse variance weighted	2	-0.043328538	0.048442475	3.71E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	BANK1	SCZ	BANK1	Wald ratio	1	0.040689824	0.045509885	3.71E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	FOCAD	SCZ	FOCAD	Inverse variance weighted	2	0.016507306	0.018462973	3.71E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CHCHD2	SCZ	CHCHD2	Inverse variance weighted	2	-0.012042989	0.013472862	3.71E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SGSM3	SGSM3	SCZ	Wald ratio	1	0.503951213	0.563876306	3.71E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	EIF2AK4	EIF2AK4	SCZ	Wald ratio	1	-0.429083868	0.480207606	3.72E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	S100P	SCZ	S100P	Wald ratio	1	-0.045847928	0.051318589	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	AKAIN1	SCZ	AKAIN1	Wald ratio	1	0.035148566	0.039342559	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	IDUA	SCZ	IDUA	Inverse variance weighted	2	0.020976021	0.023479465	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	MST1	SCZ	MST1	Inverse variance weighted	2	0.049864565	0.055833953	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TFPT	SCZ	TFPT	Wald ratio	1	-0.024364793	0.027284902	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	IFITM3	SCZ	IFITM3	Wald ratio	1	-0.015567966	0.017435223	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PPP1CC	PPP1CC	SCZ	Wald ratio	1	-0.32692923	0.366167138	3.72E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	RTKN2	SCZ	RTKN2	Inverse variance weighted	2	0.039260057	0.043974609	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CNN3	SCZ	CNN3	Wald ratio	1	0.027672176	0.030997797	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	RASSF7	SCZ	RASSF7	Wald ratio	1	0.033081649	0.037065157	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ZNF219	SCZ	ZNF219	Wald ratio	1	-0.050760371	0.05688095	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ARPIN	ARPIN	SCZ	Wald ratio	1	0.290342095	0.325358227	3.72E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PRRG2	PRRG2	SCZ	Wald ratio	1	-0.433398058	0.485695793	3.72E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	TCAF1	SCZ	TCAF1	Wald ratio	1	0.030575273	0.0342842	3.72E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SFXN2	SCZ	SFXN2	Wald ratio	1	-0.02069258	0.023227396	3.73E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	AGMAT	SCZ	AGMAT	Inverse variance weighted	2	0.010924501	0.012264859	3.73E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PRSS23	SCZ	PRSS23	Inverse variance weighted	2	0.015474989	0.017374704	3.73E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SFRP2	SCZ	SFRP2	Inverse variance weighted	2	-0.072738062	0.081668958	3.73E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DHRS7	SCZ	DHRS7	Wald ratio	1	0.020221406	0.022714192	3.73E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	RIOK1	SCZ	RIOK1	Wald ratio	1	0.0192699	0.021656921	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	C1orf162	SCZ	C1orf162	Wald ratio	1	-0.034069393	0.038289672	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NADK2	SCZ	NADK2	Inverse variance weighted	2	0.017582367	0.019763286	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	RALGAPA1	SCZ	RALGAPA1	Wald ratio	1	-0.019591214	0.022026241	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SRGN	SCZ	SRGN	Wald ratio	1	-0.031412133	0.035319163	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PLIN1	SCZ	PLIN1	Wald ratio	1	0.024919176	0.028022397	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TTC29	SCZ	TTC29	Wald ratio	1	-0.046448909	0.052249086	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TSKS	SCZ	TSKS	Wald ratio	1	0.026922261	0.030290836	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CCL25	SCZ	CCL25	Wald ratio	1	-0.029334881	0.033022959	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	BMAL2	SCZ	BMAL2	Inverse variance weighted	2	0.034585751	0.038937769	3.74E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	HEG1	SCZ	HEG1	Wald ratio	1	-0.046240256	0.052074754	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ARHGEF33	SCZ	ARHGEF33	Wald ratio	1	0.041893561	0.04719057	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NAV3	SCZ	NAV3	Inverse variance weighted	2	0.029819638	0.033596763	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PRDM4	SCZ	PRDM4	Wald ratio	1	-0.020303512	0.022876472	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	FREM2	SCZ	FREM2	Inverse variance weighted	2	0.013827994	0.015581686	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	EPX	SCZ	EPX	Wald ratio	1	-0.029304847	0.033026098	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	WDR55	SCZ	WDR55	Wald ratio	1	0.028154402	0.031757861	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	YBX2	SCZ	YBX2	Wald ratio	1	-0.020248485	0.022844445	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	IRF6	SCZ	IRF6	Wald ratio	1	-0.019460058	0.021954937	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	GEM	SCZ	GEM	Wald ratio	1	0.044598952	0.050316767	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	SLC35E2A	SLC35E2A	SCZ	Wald ratio	1	0.407714162	0.460008668	3.75E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	C14orf93	SCZ	C14orf93	Wald ratio	1	-0.038339926	0.043258961	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	F3	SCZ	F3	Wald ratio	1	0.033798287	0.038134627	3.75E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	TRIM14	SCZ	TRIM14	Wald ratio	1	-0.024344608	0.027476985	3.76E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PFKP	PFKP	SCZ	Wald ratio	1	0.477490028	0.538998836	3.76E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	PRSS45P	SCZ	PRSS45P	Wald ratio	1	-0.015841726	0.017893627	3.76E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	EPM2AIP1	EPM2AIP1	SCZ	Wald ratio	1	-0.404428587	0.456890069	3.76E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	AKAP3	SCZ	AKAP3	Wald ratio	1	-0.010004561	0.011303854	3.76E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	HMGB2	SCZ	HMGB2	Wald ratio	1	0.04884826	0.055192189	3.76E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	AK7	SCZ	AK7	Wald ratio	1	0.043665967	0.049354752	3.76E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PRR14	PRR14	SCZ	Wald ratio	1	-0.36080062	0.40788101	3.76E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	NUP54	SCZ	NUP54	Wald ratio	1	0.018330937	0.020735191	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PTPRE	SCZ	PTPRE	Wald ratio	1	0.050751491	0.057421763	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PPP1R9A	SCZ	PPP1R9A	Wald ratio	1	0.050706462	0.057370816	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	RAB3GAP2	SCZ	RAB3GAP2	Wald ratio	1	-0.049033244	0.055482086	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ZNF615	SCZ	ZNF615	Wald ratio	1	0.019771876	0.022374368	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	AQP9	SCZ	AQP9	Wald ratio	1	-0.047717725	0.054003479	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ZNF195	SCZ	ZNF195	Wald ratio	1	0.01200742	0.013589323	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ZNF705G	SCZ	ZNF705G	Wald ratio	1	0.067226811	0.076095055	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ITPRID1	SCZ	ITPRID1	Wald ratio	1	0.039076224	0.044238855	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	NFU1	SCZ	NFU1	Wald ratio	1	0.039673647	0.044921878	3.77E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DCUN1D2	SCZ	DCUN1D2	Wald ratio	1	0.020629607	0.023377734	3.78E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	GALNT18	SCZ	GALNT18	Wald ratio	1	0.020345305	0.023063303	3.78E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CEP135	SCZ	CEP135	Wald ratio	1	-0.028728775	0.03256895	3.78E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	CGB1	CGB1	SCZ	Wald ratio	1	-0.428236246	0.485695793	3.78E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	LMNTD2	SCZ	LMNTD2	Wald ratio	1	0.048053174	0.054501718	3.78E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	LSMEM1	SCZ	LSMEM1	Wald ratio	1	-0.012621195	0.01432293	3.78E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DAZL	DAZL	SCZ	Wald ratio	1	-0.449905874	0.510664755	3.78E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CCM2L	SCZ	CCM2L	Wald ratio	1	-0.0416551	0.047294449	3.78E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	AVEN	SCZ	AVEN	Wald ratio	1	0.020681945	0.023481907	3.78E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	MORF4L1	MORF4L1	SCZ	Wald ratio	1	-0.444741293	0.505281992	3.79E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	CCNG2	SCZ	CCNG2	Wald ratio	1	0.029868606	0.033939394	3.79E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	DENR	DENR	SCZ	Wald ratio	1	0.423115592	0.480952122	3.79E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	GTDC1	GTDC1	SCZ	Wald ratio	1	0.43562013	0.49543622	3.79E-01	Trait -> xQTL	MetaBrain	Brain_eQTL
SCZ	SPTBN4	SCZ	SPTBN4	Wald ratio	1	0.021596896	0.024572612	3.79E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	PPP1R14B	SCZ	PPP1R14B	Wald ratio	1	0.021940701	0.024963789	3.79E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	AMIGO2	SCZ	AMIGO2	Wald ratio	1	-0.037354964	0.042502989	3.79E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
SCZ	ODAD1	SCZ	ODAD1	Inverse variance weighted	2	-0.015265772	0.017374117	3.80E-01	xQTL -> Trait	MetaBrain	Brain_eQTL
